"Date of Download: 2024-01-04_21:14:09"
"Search Parameters: Data Level:all  Trait List:  Trial List:11539,11846,11551,11847,11848,11850,11851  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava mosaic disease severity|at harvesting|COMP:0000294","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","cassava mosaic disease severity 6-month evaluation|CO_334:0000194","cassava mosaic disease severity 9-month evaluation|CO_334:0000193","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","initial plant vigor assessment 1-5|month 1|COMP:0000370","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root evaluation scaled 1-5|CO_334:0000228","root number per plot counting|CO_334:0000011","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992980","VH21-0402","","plot","6669944","202301DMEPR_tani_rep1_VH21-0402_58","1","1","58","4","19","test","","1","0","","1","1","","","225","","","5","","","","10","1","225","","6","","","7","10","22.89287671","","",""," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992982","VH21-0421","","plot","6669910","202301DMEPR_tani_rep1_VH21-0421_74","1","1","74","4","3","test","","1","0","","1","2","","","145","","","5","","","","10","1","145","","7","","","8","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992986","VH21-0427","","plot","6669897","202301DMEPR_tani_rep1_VH21-0427_76","1","1","76","4","1","test","","1","0","","2","1","","","225","9.375","6","3","","","","10","1","225","","8","","","2","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992994","VH21-0439","","plot","6669983","202301DMEPR_tani_rep1_VH21-0439_28","1","1","28","2","11","test","","1","1","","1","1","","","160","","","5","","","","10","2","180","","8","","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4992999","VH21-0447","","plot","6669945","202301DMEPR_tani_rep1_VH21-0447_15","1","1","15","1","15","test","","1","1","","1","1","","","230","","","5","","","","10","1","240","","6","","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993008","VH21-0477","","plot","6670036","202301DMEPR_tani_rep1_VH21-0477_54","1","1","54","3","16","test","","1","1","","1","1","","","195","","","4","","","","10","1","250","","6","","","7","10","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993013","VH21-0500","","plot","6669835","202301DMEPR_tani_rep1_VH21-0500_52","1","1","52","3","14","test","","1","2","","1","1","","","180","10.15625","6.5","5","","","","10","1","240","","7","","","6","10","21.11173053","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993023","VH21-0529","","plot","6669953","202301DMEPR_tani_rep1_VH21-0529_50","1","1","50","3","12","test","","1","2","","1","1","","","190","","","5","","","","10","1","195","","7","","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993029","VH21-0600","","plot","6670012","202301DMEPR_tani_rep1_VH21-0600_55","1","1","55","3","17","test","","1","1","","1","1","","","205","","","5","","","","10","1","275","","8","","","6","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993032","VH21-0628","","plot","6669834","202301DMEPR_tani_rep1_VH21-0628_71","1","1","71","4","6","test","","1","1","","3","1","","","180","","","5","","","","10","1","250","","8","","","8","8","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993034","VH21-0681","","plot","6669891","202301DMEPR_tani_rep1_VH21-0681_4","1","1","4","1","4","test","","1","0","","1","1","","","240","7.03125","4.5","5","","","","10","1","240","","7","","","7","9","17.91022099","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993038","VH21-0708","","plot","6669984","202301DMEPR_tani_rep1_VH21-0708_36","1","1","36","2","3","test","","1","0","","1","1","","","275","1.5625","1","5","","","","10","1","275","","8","","","8","10","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993039","VH21-0729","","plot","6669919","202301DMEPR_tani_rep1_VH21-0729_32","1","1","32","2","7","test","","1","2","","1","1","","","155","1.5625","1","2","","","","10","1","225","","5","","","5","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993040","VH21-0737","","plot","6669937","202301DMEPR_tani_rep1_VH21-0737_16","1","1","16","1","16","test","","1","1","","1","1","","","280","","","5","","","","10","1","320","","7","","","6","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993045","VH21-0779","","plot","6670024","202301DMEPR_tani_rep1_VH21-0779_11","1","1","11","1","11","test","","1","2","","1","1","","","175","7.03125","4.5","5","","","","10","2","240","","8","","","8","10","26.04186335","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993055","VH21-1041","","plot","6670051","202301DMEPR_tani_rep1_VH21-1041_38","1","1","38","2","1","test","","1","3","","2","1","","","135","10.9375","7","3","","","","10","2","180","","8","","","0","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993057","VH21-1081","","plot","6669969","202301DMEPR_tani_rep1_VH21-1081_9","1","1","9","1","9","test","","1","2","","1","1","","","225","3.90625","2.5","3","","","","10","1","230","","5","","","2","4","18.86010753","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993059","VH21-1087","","plot","6669938","202301DMEPR_tani_rep1_VH21-1087_5","1","1","5","1","5","test","","1","1","","1","1","","","190","14.0625","9","5","","","","10","1","250","","7","","","3","10","28.38327103","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993060","VH21-1088","","plot","6670013","202301DMEPR_tani_rep1_VH21-1088_18","1","1","18","1","18","test","","1","0","","1","1","","","205","","","4","","","","10","1","205","","8","","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993062","VH21-1093","","plot","6669849","202301DMEPR_tani_rep1_VH21-1093_70","1","1","70","4","7","test","","1","1","","1","1","","","230","","","5","","","","10","1","275","","8","","","8","10","","","",""," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993069","VH21-1140","","plot","6670023","202301DMEPR_tani_rep1_VH21-1140_56","1","1","56","3","18","test","","1","1","","1","1","","","100","","","5","","","","10","2","130","","8","","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","4993071","VH21-1145","","plot","6669975","202301DMEPR_tani_rep1_VH21-1145_2","1","1","2","1","2","test","","1","0","","1","1","","","125","23.4375","15","4","","","","10","1","125","","8","","","0","10","18.25035233","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347854","AGF20-C0002","","plot","6669850","202301DMEPR_tani_rep2_AGF20-C0002_134","2","2","134","8","19","test","","1","2","","1","2","","","115","","","4","","","","10","3","200","","8","","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347852","AGF20-C0011","","plot","6669966","202301DMEPR_tani_rep2_AGF20-C0011_91","2","2","91","5","15","test","","1","1","","1","1","","","300","","","5","","","","10","1","350","","6","","","8","10","","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347849","AGF20-C0014","","plot","6669913","202301DMEPR_tani_rep2_AGF20-C0014_114","2","2","114","6","1","test","","1","1","","1","1","","","163","10.15625","6.5","4","","","","10","1","200","","8","","","5","7","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347850","AGF20-C0015","","plot","6669988","202301DMEPR_tani_rep2_AGF20-C0015_119","2","2","119","7","5","test","","1","2","","3","2","","","197","","","","","","","10","3","260","","8","","","7","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347867","AGF20-C0017","","plot","6669954","202301DMEPR_tani_rep2_AGF20-C0017_141","2","2","141","8","12","test","","1","2","","1","1","","","25","","","5","","","","10","4","185","","8","","","5","10","13.0062536","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347860","AGF20-C0024","","plot","6669836","202301DMEPR_tani_rep2_AGF20-C0024_144","2","2","144","8","9","test","","1","0","","1","1","","","205","","","5","","","","10","2","205","","8","","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347853","AGF20-C0026","","plot","6670048","202301DMEPR_tani_rep2_AGF20-C0026_111","2","2","111","6","4","test","","1","1","","1","1","","","210","9.375","6","4","","","","10","1","230","","6","","","3","6","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347862","AGF20-C0040","","plot","6669853","202301DMEPR_tani_rep2_AGF20-C0040_82","2","2","82","5","6","test","","2","1","","2","2.5","","","350","3.125","2","4","","","","10","1","400","","3","","","4","8","10.16327354","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347857","AGF20-C0046","","plot","6670010","202301DMEPR_tani_rep2_AGF20-C0046_116","2","2","116","7","2","test","","2","1","","2","2","","","212","15.625","10","5","","","","10","1","250","","5","","","5","9","18.48257862","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347861","AGF20-C0049","","plot","6669872","202301DMEPR_tani_rep2_AGF20-C0049_129","2","2","129","7","15","test","","2","1","","3","3","","","230","","","5","","","","10","1","263","","8","","","8","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347863","AGF20-C0050","","plot","6669929","202301DMEPR_tani_rep2_AGF20-C0050_87","2","2","87","5","11","test","","3","2","","3","3","","","100","","","3","","","","10","2","175","","5","","","3","6","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347856","AGF20-C0056","","plot","6669939","202301DMEPR_tani_rep2_AGF20-C0056_122","2","2","122","7","8","test","","2","1","","1","3","","","205","","","4","","","","10","1","225","","8","","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347851","AGF20-C0076","","plot","6669923","202301DMEPR_tani_rep2_AGF20-C0076_104","2","2","104","6","11","test","","2","0","","1","2","","","230","","","2","","","","10","1","230","","7","","","7","8","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347868","AGF20-C0078","","plot","6670015","202301DMEPR_tani_rep2_AGF20-C0078_118","2","2","118","7","4","test","","1","1","","1","1","","","270","","","5","","","","10","1","370","","7","","","7","8","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347855","AGF20-C0080","","plot","6670038","202301DMEPR_tani_rep2_AGF20-C0080_99","2","2","99","6","16","test","","1","3","","1","1","","","180","","","4","","","","10","3","250","","1","","","1","7","19.5636965","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347865","AGF20-C0085","","plot","6669879","202301DMEPR_tani_rep2_AGF20-C0085_97","2","2","97","6","18","test","","1","3","","1","1","","","150","","","5","","","","10","4","225","","8","","","8","9","16.40976222","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347859","AGF20-C0088","","plot","6669844","202301DMEPR_tani_rep2_AGF20-C0088_100","2","2","100","6","15","test","","1","1","","1","3","","","225","","","5","","","","10","2","250","","6","","","8","10","7.025728953","","",""," (Operator: lizbethpino, Time: ), shooting (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347858","AGF20-C0090","","plot","6669946","202301DMEPR_tani_rep2_AGF20-C0090_125","2","2","125","7","11","test","","1","2","","1","1","","","138","","","4","","","","10","2","180","","6","","","7","9","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347866","AGF20-C0093","","plot","6670032","202301DMEPR_tani_rep2_AGF20-C0093_124","2","2","124","7","10","test","","1","3","","1","1","","","106","","","4","","","","10","3","184","","7","","","8","10","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11539","202301DMEPR_tani","202301DMEPR_tani","RCBD","2","4","","no","no","2023-February-09","2023-December-08","467","Tay Ninh","6347864","AGF20-C0104","","plot","6670018","202301DMEPR_tani_rep2_AGF20-C0104_93","2","2","93","5","17","test","","1","3","","1","1","","","125","","","4","","","","10","3","280","","5","","","6","10","","","",""," (Operator: lizbethpino, Time: )"
